"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AH7Q3PXQ","conferencePaper","2018","Mattos, David Issa; Dmitriev, Pavel; Fabijan, Aleksander; Bosch, Jan; Olsson, Helena Holmström","An activity and metric model for online controlled experiments","International Conference on Product-Focused Software Process Improvement","","","","","","2018","2021-01-19 08:34:10","2021-01-19 08:34:10","","182–198","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\IP7DHXEW\Mattos et al. - 2018 - An activity and metric model for online controlled.pdf; C:\Users\wouterkok\Zotero\storage\XEZUSJ9A\978-3-030-03673-7_14.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZJSV4WZ","conferencePaper","2016","Deng, Alex; Shi, Xiaolin","Data-driven metric development for online controlled experiments: Seven lessons learned","Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","","","2016","2021-01-19 08:34:10","2021-01-19 08:34:10","","77–86","","","","","","Data-driven metric development for online controlled experiments","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\S5U5Z6X2\Deng and Shi - 2016 - Data-driven metric development for online controll.pdf; C:\Users\wouterkok\Zotero\storage\XVTP395A\2939672.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLS69XYY","conferencePaper","2020","Mattos, David Issa; Bosch, Jan; Olsson, Helena Holmstrom; Korshani, Aita Maryam; Lantz, Jonn","Automotive A/B testing: Challenges and Lessons Learned from Practice","2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","","","","","","2020","2021-01-19 08:48:04","2021-01-19 08:48:04","","101–109","","","","","","Automotive A/B testing","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\SY3PHCCA\9226309.html; C:\Users\wouterkok\Zotero\storage\S64J6G5N\Mattos et al. - 2020 - Automotive AB testing Challenges and Lessons Lea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IZWZ7EY","conferencePaper","2016","Deng, Alex; Lu, Jiannan; Chen, Shouyuan","Continuous monitoring of A/B tests without pain: Optional stopping in Bayesian testing","2016 IEEE International Conference on Data Science and Advanced Analytics (DSAA)","","","","","","2016","2021-01-19 08:48:04","2021-01-19 08:48:04","","243–252","","","","","","Continuous monitoring of A/B tests without pain","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\ZSLI5VIN\Deng et al. - 2016 - Continuous monitoring of AB tests without pain O.pdf; C:\Users\wouterkok\Zotero\storage\ASHH6XWL\7796910.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQLKPHVM","conferencePaper","2016","Koukouvis, Kostantinos; Cubero, Roberto Alcañiz; Pelliccione, Patrizio","A/B Testing in E-commerce Sales Processes","International Workshop on Software Engineering for Resilient Systems","","","","","","2016","2021-01-19 08:48:04","2021-01-19 08:48:04","","133–148","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\EUQNE3HL\978-3-319-45892-2_10.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCRDB667","journalArticle","2020","Bojinov, Iavor I.; Sait-Jacques, Guillaume; Tingley, Martin","Avoid the Pitfalls of A/B Testing","","","","","","","2020","2021-01-19 08:48:04","2021-01-19 08:48:04","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\MUDG7R37\item.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKWJYWY4","journalArticle","2019","Nguyen, Quang Tien","Simplifying A/B Testing Implementation and Management in Vaadin Application","","","","","","","2019","2021-01-19 08:48:04","2021-01-19 08:48:04","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: \AAbo Akademi","","C:\Users\wouterkok\Zotero\storage\CRRZSDS7\Nguyen - 2019 - Simplifying AB Testing Implementation and Managem.pdf; C:\Users\wouterkok\Zotero\storage\IL96M3UX\170786.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMYZW2DW","conferencePaper","2019","Chen, Nanyu; Liu, Min; Xu, Ya","How A/B Tests Could Go Wrong: Automatic Diagnosis of Invalid Online Experiments","Proceedings of the Twelfth ACM International Conference on Web Search and Data Mining","","","","","","2019","2021-01-19 08:48:04","2021-01-19 08:48:04","","501–509","","","","","","How A/B Tests Could Go Wrong","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\QZT83WVL\3289600.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8AX2J6E","book","2019","Stenberg, Erik","SEQUENTIAL A/B TESTING USING PRE-EXPERIMENT DATA","","","","","","","2019","2021-01-19 08:48:04","2021-01-19 08:48:04","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\NEZAUT8I\record.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T977KFWZ","conferencePaper","2016","Dmitriev, Pavel; Frasca, Brian; Gupta, Somit; Kohavi, Ron; Vaz, Garnet","Pitfalls of long-term online controlled experiments","2016 IEEE international conference on big data (big data)","","","","","","2016","2021-01-19 08:52:54","2021-01-19 08:52:54","","1367–1376","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\ND3MZ8MS\Dmitriev et al. - 2016 - Pitfalls of long-term online controlled experiment.pdf; C:\Users\wouterkok\Zotero\storage\ENNY7M5X\7840744.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPCCIA5Z","conferencePaper","2018","Fabijan, Aleksander; Dmitriev, Pavel; Olsson, Helena Holmström; Bosch, Jan","Effective Online Controlled Experiment Analysis at Large Scale","2018 44th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","","","","","","2018","2021-01-19 08:52:54","2021-01-19 08:52:54","","64–67","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\PQ7EWUHX\Fabijan et al. - 2018 - Effective Online Controlled Experiment Analysis at.pdf; C:\Users\wouterkok\Zotero\storage\PLAN7PTI\8498187.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HUUDY74","journalArticle","2019","Auer, Florian; Felderer, Michael","Characteristics of an Online Controlled Experiment: Preliminary Results of a Literature Review","arXiv preprint arXiv:1912.01383","","","","","","2019","2021-01-19 08:52:54","2021-01-19 08:52:54","","","","","","","","Characteristics of an Online Controlled Experiment","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\FG557WDX\Auer and Felderer - 2019 - Characteristics of an Online Controlled Experiment.pdf; C:\Users\wouterkok\Zotero\storage\BWBBZ855\1912.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DIMLZFK","conferencePaper","2019","Fabijan, Aleksander; Dmitriev, Pavel; Olsson, Helena Holmström; Bosch, Jan; Vermeer, Lukas; Lewis, Dylan","Three key checklists and remedies for trustworthy analysis of online controlled experiments at scale","2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)","","","","","","2019","2021-01-19 08:52:54","2021-01-19 08:52:54","","1–10","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\5MG2TAAM\Fabijan et al. - 2019 - Three key checklists and remedies for trustworthy .pdf; C:\Users\wouterkok\Zotero\storage\HNB72DZ6\8804459.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEGZ2Y33","conferencePaper","2017","Serdyukov, Pavel","Machine Learning Powered A/B Testing","Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval","","","","","","2017","2021-01-19 08:52:54","2021-01-19 08:52:54","","1365–1365","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\3NURKRK3\3077136.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRDPX4NM","journalArticle","2017","Kohavi, Ron; Longbotham, Roger","Online Controlled Experiments and A/B Testing.","Encyclopedia of machine learning and data mining","","","","","","2017","2021-01-19 08:52:54","2021-01-19 08:52:54","","922–929","","8","7","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\K352FQFI\Kohavi and Longbotham - 2017 - Online Controlled Experiments and AB Testing..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PPA3JD3","conferencePaper","2018","Ros, Rasmus; Runeson, Per","Continuous experimentation and a/b testing: A mapping study","2018 IEEE/ACM 4th International Workshop on Rapid Continuous Software Engineering (RCoSE)","","","","","","2018","2021-01-19 09:03:27","2021-01-19 09:03:27","","35–41","","","","","","Continuous experimentation and a/b testing","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\8PBK4S7E\Ros and Runeson - 2018 - Continuous experimentation and ab testing A mapp.pdf; C:\Users\wouterkok\Zotero\storage\TBAYJ4D2\8452106.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SRDEK8D7","conferencePaper","2014","Lim, Kwan Hui; Lim, Ee-Peng; Achananuparp, Palakorn; Vu, Adrian; Kwee, Agus Trisnajaya; Zhu, Feida","LASER: A Living AnalyticS ExpeRimentation system for large-scale online controlled experiments","Proceedings of the 23rd International Conference on World Wide Web","","","","","","2014","2021-01-19 09:03:27","2021-01-19 09:03:27","","71–74","","","","","","LASER","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\DCGFCRJ3\Lim et al. - 2014 - LASER A Living AnalyticS ExpeRimentation system f.pdf; C:\Users\wouterkok\Zotero\storage\5FCN7TAC\2567948.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC97JLH4","conferencePaper","2013","Kohavi, Ron; Deng, Alex; Frasca, Brian; Walker, Toby; Xu, Ya; Pohlmann, Nils","Online controlled experiments at large scale","Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining","","","","","","2013","2021-01-19 09:03:27","2021-01-19 09:03:27","","1168–1176","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\SA5GXML7\Kohavi et al. - 2013 - Online controlled experiments at large scale.pdf; C:\Users\wouterkok\Zotero\storage\DJC4VYY3\2487575.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DCYT8VJ","conferencePaper","2018","Marrero, Mónica","APONE: Academic Platform for ONline Experiments.","DESIRES","","","","","","2018","2021-01-19 09:03:27","2021-01-19 09:03:27","","47–53","","","","","","APONE","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\ZDIXTW2H\Marrero - 2018 - APONE Academic Platform for ONline Experiments..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBMM4V2T","conferencePaper","2018","Gerostathopoulos, Ilias; Uysal, Ali Naci; Prehofer, Christian; Bures, Tomas","A tool for online experiment-driven adaptation","2018 IEEE 3rd International Workshops on Foundations and Applications of Self* Systems (FAS* W)","","","","","","2018","2021-01-19 09:03:27","2021-01-19 09:03:27","","100–105","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\MDPHJSD4\Gerostathopoulos et al. - 2018 - A tool for online experiment-driven adaptation.pdf; C:\Users\wouterkok\Zotero\storage\XZL64VDC\8599539.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UWPL43J","journalArticle","2019","Wang, Richard","ROI Calculation on Online Controlled Experiment","Master's Theses in Mathematical Sciences","","","","","","2019","2021-01-19 09:12:19","2021-01-19 09:12:19","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\BG6NSA9U\8985520.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2ZXTR5B","journalArticle","","Lessmann, Stefan; Klapper, Daniel","Online Controlled Experiments in Digital Marketing Field","","","","","","","","2021-01-19 09:12:19","2021-01-19 09:12:19","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\XLEMGXT9\Lessmann and Klapper - Online Controlled Experiments in Digital Marketing.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK75QWWT","thesis","2014","Dai, Liang","Online Controlled Experiment Design: Trade-off Between Statistical Uncertainty and Cumulative Reward","","","","","","","2014","2021-01-19 09:12:19","2021-01-19 09:12:19","","","","","","","","Online Controlled Experiment Design","","","","","UC Santa Cruz","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\P9DMP4DF\Dai - 2014 - Online Controlled Experiment Design Trade-off Bet.pdf; C:\Users\wouterkok\Zotero\storage\9552PAUI\1hm5t2z6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCDFETIZ","journalArticle","2020","Kaukanen, Miki","Evaluating the impacts of machine learning to the future of A/B testing","","","","","","","2020","2021-01-19 09:12:19","2021-01-19 09:12:19","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\CW9RNF9P\Kaukanen - 2020 - Evaluating the impacts of machine learning to the .pdf; C:\Users\wouterkok\Zotero\storage\LQS8N3IA\161780.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTC9CPJ2","journalArticle","","LIM, Kwan-Hui; LIM, Ee Peng; PALAKORN, Achananuparp; VU, Adrian; KWEE, Agus Trisnajaya; ZHU, Feida","LASER: A living analytics experimentation system for large-scale online controlled experiments.(2014). WWW'14: Proceedings of the 23rd International Conference on World Wide Web: April 7-11, 2014, Seoul","Korea","","","","","","","2021-01-19 09:12:19","2021-01-19 09:12:19","","71–74","","","","","","LASER","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\FDHZ9Y8R\LIM et al. - LASER A living analytics experimentation system f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXIUGQS2","conferencePaper","2018","Xu, Ya; Duan, Weitao; Huang, Shaochen","SQR: balancing speed, quality and risk in online experiments","Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining","","","","","","2018","2021-01-19 09:14:50","2021-01-19 09:14:50","","895–904","","","","","","SQR","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\EYXIZF58\Xu et al. - 2018 - SQR balancing speed, quality and risk in online e.pdf; C:\Users\wouterkok\Zotero\storage\ETTQ25T6\3219819.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYMVTDS2","journalArticle","","Brand, Marius","Controlled Online Experiments: What They Are and How to Do Them","","","","","","","","2021-01-19 09:14:50","2021-01-19 09:14:50","","","","","","","","Controlled Online Experiments","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\EN5STRRV\Brand - Controlled Online Experiments What They Are and H.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZ2JXBA8","book","2012","Wiersma, Wybo","From web–forms to virtual worlds: Opportunities and Challenges posed by Four Types of Online Experiment","","","","","","","2012","2021-01-19 09:14:50","2021-01-19 09:14:50","","","","","","","","From web–forms to virtual worlds","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\3PJXWU2Q\Wiersma - 2012 - From web–forms to virtual worlds Opportunities an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CJMDQIR","journalArticle","2017","Drutsa, Alexey; Gusev, Gleb; Serdyukov, Pavel","Periodicity in user engagement with a search engine and its application to online controlled experiments","ACM Transactions on the Web (TWEB)","","","","","","2017","2021-01-19 09:14:50","2021-01-19 09:14:50","","1–35","","2","11","","","","","","","","","","","","","","","Google Scholar","","Publisher: ACM New York, NY, USA","","C:\Users\wouterkok\Zotero\storage\LAIIU6IU\2856822.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIWHIMC5","journalArticle","2015","Lomas, D.","Accelerating Theory Development with Large Online Experiments: Towards an Interaction Design Science","Human Computer Interaction Consortium","","","","","","2015","2021-01-19 09:14:50","2021-01-19 09:14:50","","","","","","","","Accelerating Theory Development with Large Online Experiments","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\2ZKDUESF\Lomas - 2015 - Accelerating Theory Development with Large Online .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7KQLMP8","journalArticle","2019","Lonkila, Elja","Critical Success Factors For A/B Testing In Online Marketing","","","","","","","2019","2021-01-19 09:17:06","2021-01-19 09:17:06","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\35TXR4MJ\Lonkila - 2019 - Critical Success Factors For AB Testing In Online.pdf; C:\Users\wouterkok\Zotero\storage\AWGE4N7I\42405.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZBCC94T","conferencePaper","2018","Gupta, Somit; Ulanova, Lucy; Bhardwaj, Sumit; Dmitriev, Pavel; Raff, Paul; Fabijan, Aleksander","The anatomy of a large-scale experimentation platform","2018 IEEE International Conference on Software Architecture (ICSA)","","","","","","2018","2021-01-19 09:17:06","2021-01-19 09:17:06","","1–109","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\DFR3A723\Gupta et al. - 2018 - The anatomy of a large-scale experimentation platf.pdf; C:\Users\wouterkok\Zotero\storage\MKLXG48J\8417111.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG32EMJN","conferencePaper","2014","Tamburrelli, Giordano; Margara, Alessandro","Towards automated A/B testing","International Symposium on Search Based Software Engineering","","","","","","2014","2021-01-19 09:17:06","2021-01-19 09:17:06","","184–198","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\wouterkok\Zotero\storage\6URDNB3X\Tamburrelli and Margara - 2014 - Towards automated AB testing.pdf; C:\Users\wouterkok\Zotero\storage\PQMPG2GH\978-3-319-09940-8_13.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
